entity1,text,label
CelestialBody,Name all sitcoms whose theme music is made by Miley Cyrus,0
CelestialBody,Tell me  film whose name has the word yor in it,0
Mineral,Where is deathplace of Amelia Earhart which has tributary is Ayampe River ,0
Device,Tell me about the unitary state that contains the administrative territorial entity of Sofia,0
Family,Which is the semiautomatic pistol with highest caliber,0
Ship,Name the TV show broadcasted by Fox and presented by Ryan Seacrest ,0
Lake,What is the highest mountain,0
Agent,Where was C Vann Woodward educated and what was the end time,1
PoliticalParty,What??s the musical score by the Nutcracker that has representatived the work of Violin Concerto,0
PoliticalParty,Which city contains the administrative territorial entity of Guangdong,0
Place,Who is the author of and who illustrated the cover of Treasure Island,1
River,The successor of Ulrich II Count of East Frisia was born in what place,1
BaseballTeam,In which countrys cuisine ham is an important part,0
CelestialBody,Name the river whose mouth mountain is SouthendonSea and mouth place is Essex,0
Plant,David Letterman is producer,1
Agent,Name an European sport governing body that contains the word european in its name,1
Organisation,Hugh Hefner is editor of which magazine,1
CelestialBody,What is the local authority of Liverpool Institute High School for Boys ,0
Family,Who manufactures CocaCola,0
Settlement,What was the noble title of Lothair I,1
Person,na,1
Location,What city is both the death location of Carlos Gardel and the twin city of Cali,1
Work,What is the administrative headquarters of Pulau Ujong ,1
City,Which is the capital of place of death of Mahatma Gandhi,1
Settlement,Who created Family Guy,1
Location,Who are some basketball players who played for Phoenix Suns,1
Person,Which football players have Newells Old Boys as youthclub,1
Surname,What nationality is Mirza Ghazib who is from the continent of Asia,0
Library,What is the diplomacy of Malawi,0
BaseballTeam,Which actor in the Schindlers List has an intersex that is a female,0
Person,Tell me about the state in the Confederation of the Rhine located in the administrative territorial entity of Weimar Republic,1
Family,Jimmie Fisher and Winston Bryant were governors under which president,0
Award,Who is the executive director of the parent company of True Corporation,1
Family,What do you call the incarnation of Jesus Christ,0
SkiResort,Name the sovereign state of Wallington railway station ,0
Family,The Diary of Anne Frank has how many editions,0
Architect,Where did Paul Verlaine die whose Prime Minister is Jean Sylvain Bailly,0
River,What business on the Frankfurt Stock Exchange has the largest market cap ,1
Family,Which political figures were awarded Screen Actors Guild Life Achievement Award,0
Agent,Which twin city of San Francisco has the district Songjiang,1
Library,Who painted Porky Pig that also has a surname of Freleng,0
Person,Name the scientist whose doctoral supervisors doctoral student is John Bowlby,1
Settlement,Who is the founder of Alexander McQueen,1
Family,Where did Doug Walgren and Lee Si Chen study,0
Agent,Who is the actor who played Lord Voldemort and is in the LEGO BATMAN Movie,1
PeriodicalLiterature,What is the college of Malik Ausean which is also the college of Kyle Fuller ,1
Department,What is the hub of Wan Air ,0
Decoration,Tell me the Hindu deity that has armament in Trishula and contains the word shiva in its name,0
Organisation,Which twin city of San Francisco has the district Songjiang,1
Architect,What are the nutrition which start with the letter e,0
Family,Where did Alexander I of Yugoslavia in the French Third Republic die,0
Organisation,Who is the publisher of the comic one of whose authors is Kentaro Takekuma ,1
PopulatedPlace,Which tournament in New Zealand has the fewest losses,1
Continent,what mountains are in sierra nevada,1
Department,Which is bordered by the principle office of The Daily Manila Shimbun,0
Award,Where did the painters of Takaka night and day reside,0
Family,Which US state has the abbreviation MN,0
Settlement,Who has produced movies that have a James Horner score,1
Play,Name the airlines which have a hub in airport in SF,0
Continent,Alan Menken was the film crew member for which animated feature film,1
PublicTransitSystem,What work shows the role model of Edward Albee,1
Food,List some teammates of Ndonga Mianga,0
Department,What is the name of the road maintained by the city of Las Vegas,0
Location,who manufactures the SHO V8,0
Agent,Dennis M Ritchie designed which structured programming language,1
SportsTeam,what is the honours of Fred Astaire that has leader of James Mason ,1
State,Which is the chemical monomer composition of polypropylene,1
HistoricalRegion,What is the tributary of on the  bay of AustriaHungary,1
Election,Which party won both the general electoin and the andhra pradesh election in 2004,0
Location,Where is the location born of Mischa Maisky which is adjacent to the M??rupe Municipality,1
SoccerPlayer,What drugs are used in the treatment of malaria,0
Person,Where Gregory I at Byzantine Empire dired,1
Place,What is the mountain whose parent mountain peak is Nevado de Toluca,1
Agent,Which is the bestuursorgaan of the basic form of government of Georgetown University,0
Agent,Who has Kelly Osbourne and Ozzy Osbourne as relatives,1
SkiResort,What are the historic house museum which start with the letter t,0
Currency,Which athlete was the flag bearer for Switzerland in 2004 and 2008 summer Olympics ,0
Agent,Who is the builder of Estadio Nacional de Costa Rica and also location of Xianren Cave ,1
Person,What and where is the record for the pole vault held,1
Country,Where was AlHajjaj ibn Yusuf born in the empire Umayyad Caliphate,1
Country,Which taxon has the highest frequency of audible sound,1
ArchitecturalStructure,Which team of Dan Shamash is also the debutant team of John Estes ,1
Agent,Which automobile platform provider of Chiva bus is also the parent company of the Ford Falcon Cobra ,1
CollegeCoach,Which spot came from the Ebola virus,0
PopulatedPlace,What award did Alvin Eliot Roth and Lloyd Shapley receive together,1
HorseRace,Who was the narrator of the show whos music is composed by John Douglas,0
Person,What are the stock exchange which start with the letter s,1
CelestialBody,List down all the baseball teams whose team manager was a Catcher,0
Person,Who is the producer and executive producer of Full Metal Jacket,1
Device,Where were Catharine Duchess of Cambridge and Prince William Duke of Cambridge married,0
BodyOfWater,Which statistician is the NyquistShannon sampling theorem named after,1
Settlement,Who replaced Lee Kuan Yew as the Prime Minister of Singapore,1
Settlement,Name the home town of Cline Buckens ,1
Place,Where is the death place of Stefan Yavorsky who has the county seat for the Russian Soviet Federative Socialist Republic,1
TelevisionEpisode,Who plays the sister in Red Line,0
Person,Where do the railroads owned by the Chicago and Northwestern Transportation company begin,1
Family,Which city in Belgium shares a border with Bruges,0
City,Name the river whose mouth place is Old Lyme Connecticut,1
PoliticalParty,How much mauna loa volcano monitored by indian reserve,0
Song,What is the record producer of the series of The Amazing Race 10 ,0
Website,List the relative of Tim NanaiWilliams ,0
Award,Who is the leader of the Kriminalpolizei and Ordnungspolizei,0
Street,Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ,0
Letter,What are the historic house museum which start with the letter t,1
Family,What is the death location bordered by Gussago of Carlo Maria Giulini,0
Location,Which is managed by cosmonaut mission of Oleg Novitskiy ,1
Place,Who is the inventor of the anatomical location of sinoatrial node disease,1
CelestialBody,Who are the employer of Don R Berlin,0
CelestialBody,Which sister city of Burlington has a county seat held by Yaroslavl Oblast,0
Work,WHICH ONE IS THE SPIRAL GALAXY WITH THE MOST RADIAL VELOCITY,0
EducationalInstitution,who  is titleholder of nomination received of Friendly Persuasion ,1
Organisation,Name a book written by Rachel Carson,1
Family,Who is born at of Leopold I Holy Roman Emperor where county seat for is AustriaHungary ,0
Agent,Which is the death place in Hattie Jacques having a sister city of Buenos Aires,1
PoliticalParty,Where is the terminus location for the Channel Tunnel,0
Agent,Which political party of kumta had affiliation with Indian general election 2004 Andhra Pradesh ,1
